paper_id,title,authors,year,source,doi_or_url,doi,url,arxiv_id,pdf_path,pdf_exists,note_path,note_exists,is_agent,inclusion_status,exclusion_reason,legacy_main_class,legacy_secondary_class,legacy_tertiary_class,secondary_class_source,secondary_class_confidence,secondary_class_review_status,fourth_level_topic,new_fourth_level,agent_type,research_workflow_role,validation_type,scientific_contribution_type,evidence_strength,citation_priority,scientific_object_modules,general_method_bucket,object_coverage_mode,primary_module_for_filing,primary_module_confidence,primary_module_assignment_rule,primary_module_override_reason,classification_source_field,classification_source_confidence,classification_parser_rule,first_hand_sources_checked,source_checked_at,progress_title,pdf_status,evidence_status,note_status,master_status,final_modules_or_bucket,source_limited,batch,closed,active_confirmed_core,record_status,inclusion_decision,duplicate_of,last_reviewed_at,last_reviewed_by,exported_at
ASD-0035,Sciagents: automating scientific discovery through bioinspired multi-agent intelligent graph reasoning,Ghafarollahi and Buehler,2025,Advanced Materials,https://doi.org/10.1002/adma.202413523,10.1002/adma.202413523,https://doi.org/10.1002/adma.202413523,,Reference_PDF/04_Materials_Science/Ghafarollahi_2025_SciAgents.pdf,True,Notes/04_Materials_Science/Ghafarollahi_2025_SciAgents.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Materials discovery agents,no,Multi-Agent System;Retrieval-augmented Agent;Hybrid Agent,knowledge_extraction_and_organization;hypothesis_generation;result_interpretation,expert_evaluation,hypothesis;system_platform,high_full_text_checked,core,04,none,single_module,04,high,main_scientific_object,,Remarks,high,structured_remark_token,arXiv abstract `2409.05556` + canonical DOI landing for `10.1002/adma.202413523`,2026-06-21,Sciagents: automating scientific discovery through bioinspired multi-agent intelligent graph reasoning,archived_pdf,first_hand_pdf_checked,checked,updated,04,no,Batch01,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0036,Organa: A robotic assistant for automated chemistry experimentation and characterization,Darvish et al.,2024,arXiv,https://arxiv.org/abs/2401.06949,,https://arxiv.org/abs/2401.06949,2401.06949,Reference_PDF/03_Chemical_Sciences/Darvish_2024_Organa.pdf,True,Notes/03_Chemical_Sciences/Darvish_2024_Organa.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Autonomous synthetic chemistry robots,no,,,,,,core,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Organa: A robotic assistant for automated chemistry experimentation and characterization,archived_pdf,first_hand_full_text,updated,updated,03,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0037,Autonomous mobile robots for exploratory synthetic chemistry,Dai et al.,2024,Nature,https://doi.org/10.1038/s41586-024-08173-7,10.1038/s41586-024-08173-7,https://doi.org/10.1038/s41586-024-08173-7,,Reference_PDF/03_Chemical_Sciences/Dai_2024_Autonomous_Mobile_Robots.pdf,True,Notes/03_Chemical_Sciences/Dai_2024_Autonomous_Mobile_Robots.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Autonomous synthetic chemistry robots,yes,Robot / Embodied Agent;Planning Agent,experimental_design;experiment_execution;data_analysis,robotic_experiment,system_platform;experimental_discovery,medium_pending_full_text,core,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Autonomous mobile robots for exploratory synthetic chemistry,archived_pdf,first_hand_html_full_text,updated,updated,03,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0038,An autonomous large language model agent for chemical literature data mining,Chen et al.,2024,arXiv,https://arxiv.org/abs/2402.12993,,https://arxiv.org/abs/2402.12993,2402.12993,Reference_PDF/03_Chemical_Sciences/Chen_2024_Chemical_Literature_Data_Mining_Agent.pdf,True,Notes/03_Chemical_Sciences/Chen_2024_Chemical_Literature_Data_Mining_Agent.md,True,yes,to_read,,03,03.04,,legacy,low,unreviewed,Chemistry agents / molecular discovery,no,,,,,,standard,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,An autonomous large language model agent for chemical literature data mining,archived_pdf,first_hand_full_text,updated,updated,03,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0039,Acegen: Reinforcement learning of generative chemical agents for drug discovery,Bou et al.,2024,Unknown,,,,,,False,,False,no,excluded,RL molecular generation toolkit/model; no clear multi-step scientific Agent workflow under current criteria.,03,03.04,,legacy,low,unreviewed,Chemistry agents / molecular discovery,no,,,,,,do_not_cite,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,excluded,excluded,,,,2026-07-06T07:53:02+00:00
ASD-0040,"Researchagent: Iterative research idea generation over scientific literature with large language models, 2025",Baek et al.,2025,Unknown,https://arxiv.org/abs/2404.07738,,https://arxiv.org/abs/2404.07738,2404.07738,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Baek_2025_ResearchAgent.pdf,True,Notes/01_Formal_Information_and_Computational_Sciences/Baek_2025_ResearchAgent.md,True,yes,to_read,,01,01.04,,legacy,low,unreviewed,General scientific research-agent systems,no,,,,,,core,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Remarks,high,structured_remark_token,,2026-06-21,"Researchagent: Iterative research idea generation over scientific literature with large language models, 2025",archived_pdf,first_hand_full_text,updated,updated,01.04,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0041,Liddia: Language-based intelligent drug discovery agent,Averly et al.,2025,arXiv,https://arxiv.org/abs/2502.13959,,https://arxiv.org/abs/2502.13959,2502.13959,Reference_PDF/07_Medical_and_Health_Sciences/Averly_2025_LIDDIA.pdf,True,Notes/07_Medical_and_Health_Sciences/Averly_2025_LIDDIA.md,True,yes,to_read,,07,07.04,,legacy,low,unreviewed,Drug discovery / biomedical agents,no,,,,,,core,07,none,single_module,07,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Liddia: Language-based intelligent drug discovery agent,archived_pdf,first_hand_full_text,updated,updated,07,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0042,Knowagent: Knowledge-augmented planning for llm-based agents,Zhu et al.,2024,arXiv,https://arxiv.org/abs/2403.03101,,https://arxiv.org/abs/2403.03101,2403.03101,,False,,False,no,excluded,General LLM-agent planning method; no clear scientific research object or scientific workflow role in the title/source trail.,01,01.04,,legacy,low,unreviewed,,no,Planning Agent,,,,low_metadata_only,do_not_cite,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,excluded,excluded,,,,2026-07-06T07:53:02+00:00
ASD-0043,From hypothesis to publication: A comprehensive survey of ai-driven research support systems,Zhou et al.,2025,arXiv,https://arxiv.org/abs/2503.01424,,https://arxiv.org/abs/2503.01424,2503.01424,,False,,False,no,background_only,"Survey of AI-driven research support systems; use for background/citation expansion, not core system statistics.",01,01.04,,legacy,low,unreviewed,Scientific Agent surveys / research-agent systems,no,,,,,,standard,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0044,Bridging literature and the universe via a multi-agent large language model system,Zhang et al.,2025,arXiv,https://arxiv.org/abs/2507.08958,,https://arxiv.org/abs/2507.08958,2507.08958,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Zhang_2025_SimAgents.pdf,True,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Zhang_2025_SimAgents.md,True,yes,to_read,,02,02.01,,legacy,low,unreviewed,Astronomy / space science agents,no,,,,,,standard,02,none,single_module,02,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Bridging literature and the universe via a multi-agent large language model system,archived_pdf,first_hand_full_text,updated,updated,02,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0045,Honeycomb: A flexible llm-based agent system for materials science,Zhang et al.,2024,arXiv,https://arxiv.org/abs/2409.00135,,https://arxiv.org/abs/2409.00135,2409.00135,Reference_PDF/04_Materials_Science/Zhang_2024_HoneyComb.pdf,True,Notes/04_Materials_Science/Zhang_2024_HoneyComb.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Materials discovery agents,no,,,,,,standard,04,none,single_module,04,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Honeycomb: A flexible llm-based agent system for materials science,archived_pdf,first_hand_full_text,updated,updated,04,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0046,Topomas: Large language model driven topological materials multiagent system,Zhang et al.,2025,arXiv,https://arxiv.org/abs/2507.04053,,https://arxiv.org/abs/2507.04053,2507.04053,Reference_PDF/04_Materials_Science/Zhang_2025_TopoMAS.pdf,True,Notes/04_Materials_Science/Zhang_2025_TopoMAS.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Materials discovery agents,no,,,,,,core,04,none,single_module,04,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Topomas: Large language model driven topological materials multiagent system,archived_pdf,first_hand_full_text,updated,updated,04,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0047,Foam-agent: Towards automated intelligent cfd workflows,Yue et al.,2025,arXiv,https://arxiv.org/abs/2505.04997,,https://arxiv.org/abs/2505.04997,2505.04997,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Yue_2025_Foam_Agent.pdf,True,Notes/09_Engineering_and_Industrial_Technology_Sciences/Yue_2025_Foam_Agent.md,True,yes,to_read,,09,09.01,,legacy,low,unreviewed,Engineering/scientific workflow agents,no,,,,,,standard,09,none,single_module,09,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Foam-agent: Towards automated intelligent cfd workflows,archived_pdf,first_hand_full_text,updated,updated,09,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0048,"Dolphin: Closed-loop open-ended auto-research through thinking, practice, and feedback",Yuan et al.,2025,arXiv,https://arxiv.org/abs/2501.03916,,https://arxiv.org/abs/2501.03916,2501.03916,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Yuan_2025_Dolphin.pdf,True,Notes/01_Formal_Information_and_Computational_Sciences/Yuan_2025_Dolphin.md,True,yes,to_read,,01,01.04,,legacy,low,unreviewed,General scientific research-agent systems,no,,,,,,core,01,none,single_module,01,high,main_scientific_object,,Remarks,high,structured_remark_token,arXiv abs + PDF text,2026-06-21,"Dolphin: Closed-loop open-ended auto-research through thinking, practice, and feedback",archived_pdf,first_hand_full_text,updated,updated,01,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0049,Bioinformatics agent (bia): Unleashing the power of large language models to reshape bioinformatics workflow,Xin et al.,2024,bioRxiv,,,,,Reference_PDF/06_Life_Sciences/Xin_2024_BIA.pdf,True,Notes/06_Life_Sciences/Xin_2024_BIA.md,True,yes,to_read,,06,06.03,,legacy,low,unreviewed,Biology / omics research agents,no,,,,,,standard,06,none,single_module,06,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-07-05,Bioinformatics agent (bia): Unleashing the power of large language models to reshape bioinformatics workflow,archived_pdf,first_hand_full_text,updated,updated,06,no,Phase6FollowupR18Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0050,"Scireplicate-bench: Benchmarking llms in agent-driven algorithmic reproduction from research papers, 20252",Xiang et al.,2025,Unknown,https://arxiv.org/abs/2504.00255,,https://arxiv.org/abs/2504.00255,2504.00255,,False,,False,uncertain,excluded,Duplicate record of ASD-0100; keep ASD-0100 as the canonical record.,01,01.04,,legacy,low,unreviewed,,no,,,,benchmark,high_duplicate,do_not_cite,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,duplicate,duplicate,ASD-0100,,,2026-07-06T07:53:02+00:00
ASD-0051,Geneagent: Self-verification language agent for gene set knowledge discovery using domain databases,Wang et al.,2024,arXiv,https://arxiv.org/abs/2405.16205,,https://arxiv.org/abs/2405.16205,2405.16205,Reference_PDF/06_Life_Sciences/Wang_2024_GeneAgent.pdf,True,Notes/06_Life_Sciences/Wang_2024_GeneAgent.md,True,yes,to_read,,06,06.03,,legacy,low,unreviewed,Biology / omics research agents,no,,,,,,core,06,none,single_module,06,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-21,Geneagent: Self-verification language agent for gene set knowledge discovery using domain databases,archived_pdf,first_hand_full_text,updated,updated,06,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0052,Optimizing collaboration of large language model based agents for autonomous finite element analysis,Tian et al.,2025,SSRN,https://doi.org/10.2139/ssrn.5107557,10.2139/ssrn.5107557,https://doi.org/10.2139/ssrn.5107557,,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Tian_2025_Autonomous_Finite_Element_Analysis.pdf,True,Notes/09_Engineering_and_Industrial_Technology_Sciences/Tian_2025_Autonomous_Finite_Element_Analysis.md,True,yes,to_read,,09,09.01,,legacy,low,unreviewed,Engineering/scientific workflow agents,no,LLM Agent;Multi-Agent System;Tool-using Agent,simulation_modeling;tool_use_and_code_execution;evidence_assessment_and_validation,simulation_validation,system_platform;engineering_analysis,high_primary_abstract,standard,09,none,single_module,09,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-22,Optimizing collaboration of large language model based agents for autonomous finite element analysis,archived_pdf,first_hand_full_text,updated,updated,09,no,Phase6FollowupR20,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0053,Towards autonomous hypothesis verification via language models with minimal guidance,Takagi et al.,2023,arXiv,https://arxiv.org/abs/2311.09706,,https://arxiv.org/abs/2311.09706,2311.09706,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Takagi_2023_Autonomous_Hypothesis_Verification.pdf,True,Notes/01_Formal_Information_and_Computational_Sciences/Takagi_2023_Autonomous_Hypothesis_Verification.md,True,yes,to_read,,01,01.04,,legacy,low,unreviewed,General scientific research-agent systems,no,LLM Agent;Planning Agent,hypothesis_generation;evidence_assessment_and_validation,benchmark,hypothesis;benchmark,benchmark_only,standard,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Remarks,high,structured_remark_token,,2026-06-21,Towards autonomous hypothesis verification via language models with minimal guidance,archived_pdf,first_hand_full_text,updated,updated,01.04,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0054,The virtual lab: Ai agents design new sars-cov-2 nanobodies with experimental validation,Swanson et al.,2024,bioRxiv,,,,,Reference_PDF/07_Medical_and_Health_Sciences/Swanson_2025_Virtual_Lab_Nanobodies.pdf,True,Notes/07_Medical_and_Health_Sciences/Swanson_2025_Virtual_Lab_Nanobodies.md,True,yes,to_read,,07,07.04,,legacy,low,unreviewed,Drug discovery / biomedical agents,no,,,,,,core,07;06,none,multi_module,07,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,Nature full-text PDF / extracted text for DOI `10.1038/s41586-025-09442-9`,2026-06-23,The virtual lab: Ai agents design new sars-cov-2 nanobodies with experimental validation,archived_pdf,first_hand_html_full_text,updated,updated,07;06,no,Batch23Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0055,Biomaster: Multi-agent system for automated bioinformatics analysis workflow,Su et al.,2025,bioRxiv,https://doi.org/10.1101/2025.01.23.634608,10.1101/2025.01.23.634608,https://doi.org/10.1101/2025.01.23.634608,,Reference_PDF/06_Life_Sciences/Su_2025_BioMaster.pdf,True,Notes/06_Life_Sciences/Su_2025_BioMaster.md,True,yes,to_read,,06,06.03,,legacy,low,unreviewed,Biology / omics research agents,no,,,,,,core,06,none,single_module,06,high,main_scientific_object,,Remarks,high,structured_remark_token,Crossref DOI abstract `10.1101/2025.01.23.634608` + official GitHub README,2026-07-04,Biomaster: Multi-agent system for automated bioinformatics analysis workflow,archived_pdf,first_hand_full_text,updated,updated,06,no,Phase6FollowupR14Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0056,"Delocalized, asynchronous, closed-loop discovery of organic laser emitters",Strieth-Kalthoff et al.,2024,Science,https://doi.org/10.1126/science.adk9227,10.1126/science.adk9227,https://doi.org/10.1126/science.adk9227,,Reference_PDF/03_Chemical_Sciences/StriethKalthoff_2024_Organic_Laser_Emitters.pdf,True,Notes/03_Chemical_Sciences/StriethKalthoff_2024_Organic_Laser_Emitters.md,True,yes,to_read,,03,03.04,,legacy,low,unreviewed,Closed-loop molecular/materials discovery,yes,Planning Agent;Tool-using Agent;Hybrid Agent,experimental_design;experiment_execution;data_analysis;evidence_assessment_and_validation,robotic_experiment;wet_lab_experiment,experimental_discovery;experimental_optimization,experimentally_validated,core,03;04,none,multi_module,03,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,PubMed final record + ChemRxiv full-text PDF + Zenodo dataset + official project page + GitHub repo,2026-06-21,"Delocalized, asynchronous, closed-loop discovery of organic laser emitters",archived_pdf,first_hand_full_text,updated,updated,03;04,no,Batch02,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
